"분류
기준","질병분류
코드",검별,주석,한글명칭,영문명칭
,O00.8,,,자궁벽 임신,Mural pregnancy
세,O00.9,,,상세불명의 자궁외임신,"Ectopic pregnancy, unspecified"
소,O01,,,포상기태,Hydatidiform mole
,O01,,,모든 관련 합병증의 분류를 원한다면 O08.- 항목에서 부가분류코드를 사용할 것.,"Use additional code from category O08.-, if desired, to identify any associated complication."
세,O01.0,,,고전적 포상기태,Classical hydatidiform mole
,O01.0,,,완전포상기태,Complete hydatidiform mole
세,O01.1,,,불완전 및 부분적 포상기태,Incomplete and partial hydatidiform mole
세,O01.9,,,상세불명의 포상기태,"Hydatidiform mole, unspecified"
,O01.9,,,영양막질환 NOS,Trophoblastic disease NOS
,O01.9,,,포상기태 NOS,Vesicular mole NOS
소,O02,,,기타 비정상적 수태부산물,Other abnormal products of conception
,O02,,,모든 관련 합병증의 분류를 원한다면 O08.- 항목에서 부가분류코드를 사용할 것.,"Use additional code from category O08.-, if desired, to identify any associated complication."
세,O02.0,,,고사난자 및 비포상기태,Blighted ovum and nonhydatidiform mole
,O02.0,,,육상 기태,Carneous  mole
,O02.0,,,육괴 기태,Fleshy  mole
,O02.0,,,자궁내 기태 NOS,Intrauterine mole NOS
,O02.0,,,병적 난자 기태,Pathological ovum mole
세,O02.1,,,계류유산,Missed abortion
,O02.1,,,조기태아사망후 죽은 태아의 체류,Early fetal death with retention of dead fetus
세,O02.8,,,기타 명시된 비정상적 수태부산물,Other specified abnormal products of conception
세,O02.9,,,상세불명의 비정상적 수태부산물,"Abnormal product of conception, unspecified"
소,O03,,,자연유산,Spontaneous abortion
,O03-O06,,,항목 O03-O06에서 다음의 4단위 세분류를 사용한다.,The following fourth-character subdivisions are for use with categories O03-O06:
,O03-O06,,,.0 생식관 및 골반감염이 합병된 불완전유산,"Incomplete, complicated by genital tract and pelvic infection"
,O03-O06,,,.0 O08.0의 병태들을 동반한,With conditions in O08.0
,O03-O06,,,.1 지연 또는 심한 출혈이 합병된 불완전유산,"Incomplete, complicated by delayed or excessive haemorrhage"
,O03-O06,,,.1 O08.1의 병태들을 동반한,With conditions in O08.1
,O03-O06,,,.2 색전증이 합병된 불완전유산,"Incomplete, complicated by embolism"
,O03-O06,,,.2 O08.2의 병태들을 동반한,With conditions in O08.2
,O03-O06,,,.3 기타 및 상세불명의 합병증이 동반된 불완전유산,"Incomplete, with other and unspecified complications"
,O03-O06,,,.3 O08.3-O08.9의 병태들을 동반한,With conditions in O08.3-O08.9
,O03-O06,,,.4 합병증이 없는 불완전유산,"Incomplete, without complication"
,O03-O06,,,.5 생식관 및 골반감염이 합병된 완전 또는 상세불명의 유산,"Complete or unspecified, complicated by genital tract and pelvic infection"
,O03-O06,,,.5 O08.0의 병태들을 동반한,With conditions in O08.0
,O03-O06,,,.6 지연 또는 심한 출혈이 합병된 완전 또는 상세불명의 유산,"Complete or unspecified, complicated by delayed or excessive haemorrhage"
,O03-O06,,,.6 O08.1의 병태들을 동반한,With conditions in O08.1
,O03-O06,,,.7 색전증이 합병된 완전 또는 상세불명의 유산,"Complete or unspecified, complicated by embolism"
,O03-O06,,,.7 O08.2의 병태들을 동반한,With conditions in O08.2
,O03-O06,,,.8 기타 및 상세불명의 합병증이 동반된 완전 또는 상세불명의 유산,"Complete or unspecified, with other and unspecified complications"
,O03-O06,,,.8 O08.3-O08.9의 병태들을 동반한,With conditions in O08.3-O08.9
,O03-O06,,,.9 합병증이 없는 완전 또는 상세불명의 유산,"Complete or unspecified, without complication"
세,O03.0,,,생식관 및 골반감염이 합병된 불완전 자연유산 (O08.0의 병태),"Incomplete spontaneous abortion, complicated by genital tract and pelvic infection (conditions in O08.0)"
,O03.0,,,O08.0의 병태들을 동반한 불완전 자연유산,"Incomplete spontaneous abortion, with conditions in O08.0"
세,O03.1,,,지연 또는 심한 출혈이 합병된 불완전 자연유산 (O08.1의 병태),"Incomplete spontaneous abortion, complicated by delayed or excessive haemorrhage (conditions in O08.1)"
,O03.1,,,O08.1의 병태들을 동반한 불완전 자연유산,"Incomplete spontaneous abortion, with conditions in O08.1"
세,O03.2,,,색전증이 합병된 불완전 자연유산 (O08.2의 병태),"Incomplete spontaneous abortion, complicated by embolism (conditions in O08.2)"
,O03.2,,,O08.2의 병태들을 동반한 불완전 자연유산,"Incomplete spontaneous abortion, with conditions in O08.2"
세,O03.3,,,기타 및 상세불명의 합병증이 동반된 불완전 자연유산 (O08.3-O08.9의 병태),"Incomplete spontaneous abortion, with other and unspecified complications (conditions in O08.3-O08.9)"
,O03.3,,,O08.3-O08.9의 병태들을 동반한 불완전 자연유산,"Incomplete spontaneous abortion, with conditions in O08.3-O08.9"
세,O03.4,,,합병증이 없는 불완전 자연유산,"Incomplete spontaneous abortion, without complication"
세,O03.5,,,생식관 및 골반감염이 합병된 완전 또는 상세불명의 자연유산 (O08.0의 병태),"Complete or unspecified spontaneous abortion, complicated by genital tract and pelvic infection (conditions in O08.0)"
,O03.5,,,O08.0의 병태들을 동반한 완전 또는 상세불명의 자연유산,"Complete or unspecified spontaneous abortion, with conditions in O08.0"
세,O03.6,,,지연 또는 심한 출혈이 합병된 완전 또는 상세불명의 자연유산 (O08.1의 병태),"Complete or unspecified spontaneous abortion, complicated by delayed or excessive haemorrhage (conditions in O08.1)"
,O03.6,,,O08.1의 병태들을 동반한 완전 또는 상세불명의 자연유산,"Complete or unspecified spontaneous abortion, with conditions in O08.1"
세,O03.7,,,색전증이 합병된 완전 또는 상세불명의 자연유산 (O08.2의 병태),"Complete or unspecified spontaneous abortion, complicated by embolism (conditions in O08.2)"
,O03.7,,,O08.2의 병태들을 동반한 색전증이 합병된 완전 또는 상세불명의 자연유산,"Complete or unspecified spontaneous abortion, with conditions in O08.2"
세,O03.8,,,기타 및 상세불명의 합병증이 동반된 완전 또는 상세불명의 자연유산 (O08.3-O08.9의 병태),"Complete or unspecified spontaneous abortion, with other and unspecified complications (conditions in O08.3-O08.9)"
,O03.8,,,O08.3-O08.9의 병태들을 동반한 완전 또는 상세불명의 자연유산,"Complete or unspecified spontaneous abortion, with conditions in O08.3-O08.9"
세,O03.9,,,합병증이 없는 완전 또는 상세불명의 자연유산,"Complete or unspecified spontaneous abortion, without complication"
소,O04,,,의학적 유산,Medical abortion
세,O04.0,,,생식관 및 골반감염이 합병된 불완전 의학적 유산 (O08.0의 병태),"Incomplete medical abortion, complicated by genital tract and pelvic infection  (conditions in O08.0)"
,O04.0,,,O08.0의 병태들을 동반한 불완전 의학적 유산,"Incomplete medical abortion, with conditions in O08.0"
세,O04.1,,,지연 또는 심한 출혈이 합병된 불완전 의학적 유산 (O08.1의 병태),"Incomplete medical abortion, complicated by delayed or excessive haemorrhage  (conditions in O08.1)"
,O04.1,,,O08.1의 병태들을 동반한 불완전 의학적 유산,"Incomplete medical abortion, with conditions in O08.1"
세,O04.2,,,색전증이 합병된 불완전 의학적 유산 (O08.2의 병태),"Incomplete medical abortion, complicated by embolism (conditions in O08.2)"
,O04.2,,,O08.2의 병태들을 동반한 불완전 의학적 유산,"Incomplete medical abortion, with conditions in O08.2"
세,O04.3,,,기타 및 상세불명의 합병증이 동반된 불완전 의학적 유산 (O08.3-O08.9의 병태),"Incomplete medical abortion, with other and unspecified complications (conditions in O08.3-O08.9)"
,O04.3,,,O08.3-O08.9의 병태들을 동반한 불완전 의학적 유산,"Incomplete medical abortion, with conditions in O08.3-O08.9"
세,O04.4,,,합병증이 없는 불완전 의학적 유산,"Incomplete medical abortion, without complication"
세,O04.5,,,생식관 및 골반감염이 합병된 완전 또는 상세불명의 의학적 유산 (O08.0의 병태),"Complete or unspecified medical abortion, complicated by genital tract and pelvic infection (conditions in O08.0)"
,O04.5,,,O08.0의 병태들을 동반한 완전 또는 상세불명의 의학적 유산,"Complete or unspecified medical abortion, with conditions in O08.0"
세,O04.6,,,지연 또는 심한 출혈이 합병된 완전 또는 상세불명의 의학적 유산 (O08.1의 병태),"Complete or unspecified medical abortion, complicated by delayed or excessive haemorrhage  (conditions in O08.1)"
,O04.6,,,O08.1의 병태들을 동반한 완전 또는 상세불명의 의학적 유산,"Complete or unspecified medical abortion, with conditions in O08.1"
세,O04.7,,,색전증이 합병된 완전 또는 상세불명의 의학적 유산 (O08.2의 병태),"Complete or unspecified medical abortion, complicated by embolism (conditions in O08.2)"
,O04.7,,,O08.2의 병태들을 동반한 완전 또는 상세불명의 의학적 유산,"Complete or unspecified medical abortion, with conditions in O08.2"
세,O04.8,,,기타 및 상세불명의 합병증이 동반된 완전 또는 상세불명의 의학적 유산 (O08.3-O08.9의 병태),"Complete or unspecified medical abortion, with other and unspecified complications (conditions in O08.3-O08.9)"
,O04.8,,,O08.3-O08.9의 병태들을 동반한 완전 또는 상세불명의 의학적 유산,"Complete or unspecified medical abortion,  with conditions in O08.3-O08.9"
세,O04.9,,,합병증이 없는 완전 또는 상세불명의 의학적 유산,"Complete or unspecified medical abortion, without complication"
소,O05,,,기타 유산,Other abortion
세,O05.0,,,생식관 및 골반감염이 합병된 불완전 기타 유산 (O08.0의 병태),"Incomplete other abortion, complicated by genital tract and pelvic infection (conditions in O08.0)"
,O05.0,,,O08.0의 병태들을 동반한 불완전 기타 유산,"Incomplete other abortion, with conditions in O08.0"
세,O05.1,,,지연 또는 심한 출혈이 합병된 불완전 기타 유산 (O08.1의 병태),"Incomplete other abortion, complicated by delayed or excessive haemorrhage (conditions in O08.1)"
,O05.1,,,O08.1의 병태들을 동반한 불완전 기타 유산,"Incomplete other abortion, with conditions in O08.1"
세,O05.2,,,색전증이 합병된 불완전 기타 유산 (O08.2의 병태),"Incomplete other abortion, complicated by embolism (conditions in O08.2)"
,O05.2,,,O08.2의 병태들을 동반한 불완전 기타 유산,"Incomplete other abortion, with conditions in O08.2"
세,O05.3,,,기타 및 상세불명의 합병증이 동반된 불완전 기타 유산 (O08.3-O08.9의 병태),"Incomplete other abortion, with other and unspecified complications (conditions in O08.3-O08.)"
,O05.3,,,O08.3-O08.9의 병태들을 동반한 불완전 기타 유산,"Incomplete other abortion, with conditions in O08.3-O08.9"
세,O05.4,,,합병증이 없는 불완전 기타 유산,"Incomplete other abortion, without complication"
세,O05.5,,,생식관 및 골반감염이 합병된 완전 또는 상세불명의 기타 유산 (O08.0의 병태),"Complete or unspecified other abortion, complicated by genital tract and pelvic infection (conditions in O08.0)"
,O05.5,,,O08.0의 병태들을 동반한 완전 또는 상세불명의 기타 유산,"Complete or unspecified other abortion, with conditions in O08.0"
세,O05.6,,,지연 또는 심한 출혈이 합병된 완전 또는 상세불명의 기타 유산 (O08.1의 병태),"Complete or unspecified other abortion, complicated by delayed or excessive haemorrhage (conditions in O08.1)"
,O05.6,,,O08.1의 병태들을 동반한 완전 또는 상세불명의 기타 유산,"Complete or unspecified other abortion, with conditions in O08.1"
세,O05.7,,,색전증이 합병된 완전 또는 상세불명의 기타 유산(O08.2의 병태),"Complete or unspecified other abortion, complicated by embolism (conditions in O08.2)"
,O05.7,,,O08.2의 병태들을 동반한 완전 또는 상세불명의 기타 유산,"Complete or unspecified other abortion, with conditions in O08.2"
세,O05.8,,,기타 및 상세불명의 합병증이 동반된 완전 또는 상세불명의 기타 유산 (O08.3-O08.9의 병태),"Complete or unspecified other abortion, with other and unspecified complications (conditions in O08.3-O08.9)"
,O05.8,,,O08.3-O08.9의 병태들을 동반한 완전 또는 상세불명의 기타 유산,"Complete or unspecified other abortion, with conditions in O08.3-O08.9"
세,O05.9,,,합병증이 없는 완전 또는 상세불명의 기타 유산,"Complete or unspecified other abortion, without complication"
소,O06,,,상세불명의 유산,Unspecified abortion
세,O06.0,,,생식관 및 골반감염이 합병된 불완전 상세불명의 유산 (O08.0의 병태),"Incomplete unspecified abortion, complicated by genital tract and pelvic infection (conditions in O08.0)"
,O06.0,,,O08.0의 병태들을 동반한 불완전 상세불명의 유산,"Incomplete unspecified abortion, with conditions in O08.0"
세,O06.1,,,지연 또는 심한 출혈이 합병된 불완전 상세불명의 유산 (O08.1의 병태),"Incomplete unspecified abortion, complicated by delayed or excessive haemorrhage (conditions in O08.1)"
,O06.1,,,O08.1의 병태들을 동반한 불완전 상세불명의 유산,"Incomplete unspecified abortion, with conditions in O08.1"
세,O06.2,,,색전증이 합병된 불완전 상세불명의 유산 (O08.2의 병태),"Incomplete unspecified abortion, complicated by embolism (conditions in O08.2)"
,O06.2,,,O08.2의 병태들을 동반한 불완전 상세불명의 유산,"Incomplete unspecified abortion, with conditions in O08.2"
세,O06.3,,,기타 및 상세불명의 합병증이 동반된 불완전 상세불명의 유산 (O08.3-O08.9의 병태),"Incomplete unspecified abortion, with other and unspecified complications (conditions in O08.3-O08.9)"
,O06.3,,,O08.3-O08.9의 병태들을 동반한 불완전 상세불명의 유산,"Incomplete unspecified abortion, with conditions in O08.3-O08.9"
세,O06.4,,,합병증이 없는 불완전 상세불명의 유산,"Incomplete unspecified abortion, without complication"
세,O06.5,,,생식관 및 골반감염이 합병된 완전 또는 상세불명의 유산 (O08.0의 병태),"Complete or unspecified abortion, complicated by genital tract and pelvic infection (conditions in O08.0)"
,O06.5,,,O08.0의 병태들을 동반한 완전 또는 상세불명의 유산,"Complete or unspecified abortion, with conditions in O08.0"
세,O06.6,,,지연 또는 심한 출혈이 합병된 완전 또는 상세불명의 유산 (O08.1의 병태),"Complete or unspecified abortion, complicated by delayed or excessive haemorrhage (conditions in O08.1)"
,O06.6,,,O08.1의 병태들을 동반한 완전 또는 상세불명의 유산,"Complete or unspecified abortion, with conditions in O08.1"
세,O06.7,,,색전증이 합병된 완전 또는 상세불명의 유산 (O08.2의 병태),"Complete or unspecified abortion, complicated by embolism (conditions in O08.2)"
,O06.7,,,O08.2의 병태들을 동반한 완전 또는 상세불명의 유산,"Complete or unspecified abortion, with conditions in O08.2"
세,O06.8,,,기타 및 상세불명의 합병증이 동반된 완전 또는 상세불명의 유산 (O08.3-O08.9의 병태),"Complete or unspecified abortion, with other and unspecified complications (conditions in O08.3-O08.9)"
,O06.8,,,O08.3-O08.9의 병태들을 동반한 완전 또는 상세불명의 유산,"Complete or unspecified abortion, with conditions in O08.3-O08.9"
세,O06.9,,,합병증이 없는 완전 또는 상세불명의 유산,"Complete or unspecified abortion, without complication"
소,O07,,,시도된 유산의 실패,Failed attempted abortion
